,datetime,eo_code,motohours,eo_model_name,eo_model_id,eo_description,level_1_description,operation_start_date,operation_start_date_ts,motohours_date_ts,motohours_measure_ts
16509,2021-11-13,100000062372,95016.17,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1636761600,392342400
16510,2021-11-13,100000062370,99602.91,Самосвалы CAT 785C,65,Самосвал карьерный 785C №404,Олимпиадинский ГОК,2009-05-06,1241568000,1636761600,395193600
16511,2021-11-13,100000028868,94896.19,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1636761600,400636800
16512,2021-11-13,100000065978,40871.601,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16513,2021-11-13,100000065976,81745.304,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16514,2021-11-13,100000065622,81218.15,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16515,2021-11-13,100000065615,83402.372,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1636761600,338774400
16516,2021-11-13,100000065967,78387.187,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16517,2021-11-13,100000062378,94478.268,Самосвалы CAT 785C,65,Самосвал карьерный 785C №412,Олимпиадинский ГОК,2009-10-31,1256947200,1636761600,379814400
16518,2021-11-13,100000065633,57000.286,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16519,2021-11-13,100000065626,61819.849,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16520,2021-11-13,100000062397,60975.179,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16521,2021-11-13,100000065979,40679.603,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16522,2021-11-13,100000062379,93906.094,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1636761600,382320000
16523,2021-11-13,100000062377,94677.406,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1636761600,379641600
16524,2021-11-13,100000062373,95000.102,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1636761600,390960000
16525,2021-11-13,100000062369,95986.591,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1636761600,395193600
16526,2021-11-13,100000062383,79846.334,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16527,2021-11-13,100000062382,78473.834,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16528,2021-11-13,100000062381,79641.149,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16529,2021-11-13,100000065975,77653.923,Самосвалы CAT 785C,65,Самосвал карьерный 785C №425,Олимпиадинский ГОК,2011-05-26,1306368000,1636761600,330393600
16530,2021-11-13,100000065974,80753.392,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16531,2021-11-13,100000065972,81299.969,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16532,2021-11-13,100000065969,78187.602,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16533,2021-11-13,100000065968,81151.48,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16534,2021-11-13,100000065618,83219.334,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1636761600,335232000
16535,2021-11-13,100000065616,85041.159,Самосвалы CAT 785C,65,Самосвал карьерный 785C №510,Олимпиадинский ГОК,2011-02-28,1298851200,1636761600,337910400
16536,2021-11-13,100000065609,80804.271,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1636761600,343008000
16537,2021-11-13,100000065608,82971.209,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1636761600,344304000
16538,2021-11-13,100000062380,78504.184,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16539,2021-11-13,100000062388,56892.742,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16540,2021-11-13,100000062386,53940.435,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16541,2021-11-13,100000062385,50306.936,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16542,2021-11-13,100000065981,40945.862,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16543,2021-11-13,100000065980,41415.883,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16544,2021-11-13,100000065635,59712.533,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16545,2021-11-13,100000065631,56245.023,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16546,2021-11-13,100000065630,59736.445,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16547,2021-11-13,100000065629,59863.572,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1636761600,11491200
16548,2021-11-13,100000065628,52607.014,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16549,2021-11-13,100000065623,62869.112,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16550,2021-11-13,100000062399,59863.614,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16551,2021-11-13,100000062398,58009.105,Самосвалы CAT 785C,65,Самосвал карьерный 785C №439,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16552,2021-11-13,100000062395,60648.062,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16553,2021-11-13,100000065638,69080.313,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1636761600,295315200
16554,2021-11-13,100000062395,60636.152,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16555,2021-11-13,100000065968,81140.65,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16556,2021-11-13,100000062372,95005.813,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1636761600,392342400
16557,2021-11-13,100000062391,62641.321,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1636761600,261532800
16558,2021-11-12,100000062395,60624.172,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1636675200,248227200
16559,2021-11-13,100000008674,29098.13,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1636761600,123724800
16560,2021-11-13,100000008673,29782.32,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1636761600,123724800
16561,2021-11-13,100000008674,29086.13,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1636761600,123724800
16562,2021-11-13,100000008673,29770.82,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1636761600,123724800
16563,2021-11-13,100000065636,56954.692,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16564,2021-11-13,100000065631,56233.453,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16565,2021-11-13,100000065630,59724.445,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16566,2021-11-13,100000065624,61439.277,Самосвалы CAT 785C,65,Самосвал карьерный 785C №524,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16567,2021-11-13,100000065623,62857.262,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16568,2021-11-13,100000062396,60661.622,Самосвалы CAT 785C,65,Самосвал карьерный 785C №437,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16569,2021-11-13,100000062387,54074.225,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16570,2021-11-13,100000065974,80744.742,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16571,2021-11-13,100000065970,83471.572,Самосвалы CAT 785C,65,Самосвал карьерный 785C №418,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16572,2021-11-13,100000065969,78175.692,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16573,2021-11-13,100000065620,83318.7,Самосвалы CAT 785C,65,Самосвал карьерный 785C №515,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16574,2021-11-13,100000065617,81618.346,Самосвалы CAT 785C,65,Самосвал карьерный 785C №511,Олимпиадинский ГОК,2011-02-28,1298851200,1636761600,337910400
16575,2021-11-13,100000065614,83872.117,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1636761600,337910400
16576,2021-11-13,100000065611,83892.876,Самосвалы CAT 785C,65,Самосвал карьерный 785C №505,Олимпиадинский ГОК,2010-12-31,1293753600,1636761600,343008000
16577,2021-11-13,100000065609,80794.041,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1636761600,343008000
16578,2021-11-13,100000065607,82558.312,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1636761600,344304000
16579,2021-11-13,100000062377,94665.876,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1636761600,379641600
16580,2021-11-13,100000062373,94988.432,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1636761600,390960000
16581,2021-11-13,100000062371,95928.525,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1636761600,395193600
16582,2021-11-13,100000062370,99590.91,Самосвалы CAT 785C,65,Самосвал карьерный 785C №404,Олимпиадинский ГОК,2009-05-06,1241568000,1636761600,395193600
16583,2021-11-13,100000028868,94885.342,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1636761600,400636800
16584,2021-11-13,100000065639,71018.485,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1636761600,295315200
16585,2021-11-13,100000065977,40007.732,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16586,2021-11-13,100000065632,57127.692,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16587,2021-11-13,100000065626,61808.379,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16588,2021-11-13,100000065625,59190.309,Самосвалы CAT 785C,65,Самосвал карьерный 785C №526,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16589,2021-11-13,100000062392,63170.196,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1636761600,261532800
16590,2021-11-13,100000062390,64327.706,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1636761600,261532800
16591,2021-11-13,100000065619,78806.272,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1636761600,335232000
16592,2021-11-13,100000065606,87890.617,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1636761600,344304000
16593,2021-11-13,100000065643,68728.195,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1636761600,287798400
16594,2021-11-13,100000065641,69818.537,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1636761600,287798400
16595,2021-11-13,100000065640,69760.278,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1636761600,295315200
16596,2021-11-13,100000065638,69069.513,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1636761600,295315200
16597,2021-11-13,100000065637,71803.398,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1636761600,295315200
16598,2021-11-13,100000065635,59700.923,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16599,2021-11-13,100000065633,56988.756,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16600,2021-11-13,100000065629,59852.662,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1636761600,11491200
16601,2021-11-13,100000065627,60323.781,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16602,2021-11-13,100000062399,59852.713,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16603,2021-11-13,100000062397,60964.353,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1636761600,248313600
16604,2021-11-13,100000062384,77783.169,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1636761600,322790400
16605,2021-11-13,100000062383,79834.624,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16606,2021-11-13,100000065622,81207.64,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16607,2021-11-13,100000065618,83207.334,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1636761600,335232000
16608,2021-11-13,100000065967,78375.557,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16609,2021-11-13,100000065980,41405.913,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16610,2021-11-13,100000065979,40667.693,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16611,2021-11-13,100000065978,40859.701,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16612,2021-11-13,100000062388,56881.142,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16613,2021-11-13,100000062382,78461.884,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16614,2021-11-13,100000062381,79629.429,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16615,2021-11-13,100000065976,81737.254,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1636761600,324691200
16616,2021-11-13,100000065975,77642.763,Самосвалы CAT 785C,65,Самосвал карьерный 785C №425,Олимпиадинский ГОК,2011-05-26,1306368000,1636761600,330393600
16617,2021-11-13,100000065972,81290.032,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16618,2021-11-13,100000065971,81227.98,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1636761600,332640000
16619,2021-11-13,100000065616,85029.559,Самосвалы CAT 785C,65,Самосвал карьерный 785C №510,Олимпиадинский ГОК,2011-02-28,1298851200,1636761600,337910400
16620,2021-11-13,100000065615,83396.762,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1636761600,338774400
16621,2021-11-13,100000065613,84730.039,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1636761600,340329600
16622,2021-11-13,100000065612,85958.32,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1636761600,340329600
16623,2021-11-13,100000065608,82959.579,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1636761600,344304000
16624,2021-11-13,100000062380,78493.274,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1636761600,330912000
16625,2021-11-13,100000062379,93896.596,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1636761600,382320000
16626,2021-11-13,100000062378,94469.638,Самосвалы CAT 785C,65,Самосвал карьерный 785C №412,Олимпиадинский ГОК,2009-10-31,1256947200,1636761600,379814400
16627,2021-11-13,100000062376,93106.326,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1636761600,379468800
16628,2021-11-13,100000062369,95981.041,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1636761600,395193600
16629,2021-11-13,100000065981,40934.212,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1636761600,165974400
16630,2021-11-13,100000065634,58420.082,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1636761600,242697600
16631,2021-11-13,100000065628,52595.744,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1636761600,243216000
16632,2021-11-13,100000062398,57998.035,Самосвалы CAT 785C,65,Самосвал карьерный 785C №439,Олимпиадинский ГОК,2013-12-13,1386892800,1636761600,249868800
16633,2021-11-13,100000062394,63052.136,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1636761600,261532800
16634,2021-11-13,100000062393,57742.924,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1636761600,261532800
16635,2021-11-13,100000062389,54312.536,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16636,2021-11-13,100000062386,53928.745,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16637,2021-11-13,100000062385,50295.016,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1636761600,233625600
16638,2021-11-12,100000065643,68716.195,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1636675200,287712000
16639,2021-11-12,100000065641,69815.937,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1636675200,287712000
16640,2021-11-12,100000062393,57732.107,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1636675200,261446400
16641,2021-11-12,100000062392,63170.196,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1636675200,261446400
16642,2021-11-12,100000062391,62630.395,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1636675200,261446400
16643,2021-11-12,100000062390,64316.839,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1636675200,261446400
16644,2021-11-12,100000065635,59688.923,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1636675200,242611200
16645,2021-11-12,100000065632,57127.692,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1636675200,243129600
16646,2021-11-12,100000065627,60311.781,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1636675200,248227200
16647,2021-11-12,100000065625,59179.309,Самосвалы CAT 785C,65,Самосвал карьерный 785C №526,Олимпиадинский ГОК,2013-12-31,1388448000,1636675200,248227200
16648,2021-11-12,100000062369,95978.431,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1636675200,395107200
16649,2021-11-12,100000065606,87878.617,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1636675200,344217600
16650,2021-11-12,100000062384,77771.239,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1636675200,322704000
16651,2021-11-12,100000062383,79822.904,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1636675200,324604800
16652,2021-11-12,100000065975,77631.023,Самосвалы CAT 785C,65,Самосвал карьерный 785C №425,Олимпиадинский ГОК,2011-05-26,1306368000,1636675200,330307200
16653,2021-11-12,100000065972,81278.192,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1636675200,332553600
16654,2021-11-12,100000065619,78794.562,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1636675200,335145600
16655,2021-11-12,100000065981,40922.292,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1636675200,165888000
16656,2021-11-12,100000065980,41401.003,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1636675200,165888000
16657,2021-11-12,100000065977,39996.789,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1636675200,165888000
16658,2021-11-12,100000065976,81734.634,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1636675200,324604800
16659,2021-11-12,100000065971,81216.27,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1636675200,332553600
16660,2021-11-12,100000065620,83307.899,Самосвалы CAT 785C,65,Самосвал карьерный 785C №515,Олимпиадинский ГОК,2011-04-30,1304121600,1636675200,332553600
16661,2021-11-12,100000065615,83388.852,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1636675200,338688000
16662,2021-11-12,100000065614,83860.187,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1636675200,337824000
16663,2021-11-12,100000065613,84721.119,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1636675200,340243200
16664,2021-11-12,100000065612,85946.32,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1636675200,340243200
16665,2021-11-12,100000065607,82546.312,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1636675200,344217600
16666,2021-11-12,100000062378,94458.148,Самосвалы CAT 785C,65,Самосвал карьерный 785C №412,Олимпиадинский ГОК,2009-10-31,1256947200,1636675200,379728000
16667,2021-11-12,100000062376,93094.406,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1636675200,379382400
16668,2021-11-12,100000062371,95916.645,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1636675200,395107200
16669,2021-11-12,100000028868,94873.802,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1636675200,400550400
16670,2021-11-12,100000065634,58408.082,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1636675200,242611200
16671,2021-11-12,100000062394,63045.686,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1636675200,261446400
16672,2021-11-12,100000062389,54301.481,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1636675200,233539200
16673,2021-11-12,100000062397,60952.393,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1636675200,248227200
